partition,bvid,text,pred_label,pred_raw_label,model_confidence,prob_positive,prob_neutral,prob_negative,lexicon_score,pos_cnt,neg_cnt,manual_override,manual_label
学习区,BV1Kr4y1i7ru,都是卷王,负面,中性,0.48806512017710435,0.09919357196321843,0.48806512017710435,0.41274130785967716,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,强者发型,负面,中性,0.675729588576332,0.1238480403910023,0.675729588576332,0.2004223710326657,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,"数据并不是页面写死,数据库中的这些网站,数据取出来,加入对应的业务逻辑",负面,负面,0.539741031271302,0.3450862532378096,0.11517271549088842,0.539741031271302,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,杨藉智到此一游,负面,中性,0.6518578736628743,0.13480089638368695,0.6518578736628743,0.21334122995343885,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,会计来卷了,负面,中性,0.6964047181873009,0.11686553769535583,0.6964047181873009,0.1867297441173434,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,孙悟空的声音,负面,负面,0.5614545272488105,0.08612424781431664,0.3524212249368727,0.5614545272488105,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,原来我已经是一名工程工程师了dog,负面,中性,0.6356986693651181,0.15171998213770643,0.6356986693651181,0.21258134849717555,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,好了，这下全村又都知道我是零基础了,负面,负面,0.9144218535091496,0.05156929292136615,0.03400885356948424,0.9144218535091496,1.0,1,0,False,
学习区,BV1Kr4y1i7ru,Java之父：阿玮,负面,中性,0.7392104160301586,0.12679470524769698,0.7392104160301586,0.13399487872214444,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,中杯、大杯、超大杯,负面,中性,0.6271708057884134,0.14633538681419048,0.6271708057884134,0.22649380739739608,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,2倍速不够的，用edge插件视频速度控制，最高16倍速,负面,负面,0.6361369947101615,0.164980457623008,0.19888254766683047,0.6361369947101615,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,1.5倍有出现孙悟空,负面,中性,0.43848455554432414,0.2382448947671353,0.43848455554432414,0.32327054968854063,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,师傅被妖怪抓走了,负面,中性,0.5635115135138422,0.20168792446925238,0.5635115135138422,0.2348005620169055,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,大家好， 我是来听催眠曲的，不知为啥，就MySQL困，别的都不困,负面,负面,0.5467324554827747,0.09211678213705381,0.3611507623801716,0.5467324554827747,-1.0,1,2,False,
学习区,BV1Kr4y1i7ru,注意，这一集的内容已经结束了，后面都是广告,负面,负面,0.6759724555212074,0.24950815109870159,0.0745193933800909,0.6759724555212074,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,老师的声音好像猴哥啊,负面,负面,0.6179790868649493,0.11447217997402208,0.2675487331610286,0.6179790868649493,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,卷王第二遍,负面,中性,0.6850655219454209,0.14528348075627248,0.6850655219454209,0.16965099729830663,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,产品经理来卷了,负面,中性,0.673304422771128,0.12748523394897301,0.673304422771128,0.1992103432798991,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,发量预警,负面,中性,0.675729588576332,0.1238480403910023,0.675729588576332,0.2004223710326657,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,吉尔吉斯斯坦传奇哨兵 上号,负面,负面,0.46085478207291314,0.1399167396559638,0.39922847827112307,0.46085478207291314,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,钟神别卷了,负面,中性,0.6066067142296776,0.14555373536385308,0.6066067142296776,0.2478395504064694,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,尊师阿伟,负面,中性,0.675729588576332,0.1238480403910023,0.675729588576332,0.2004223710326657,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,文松附体,负面,中性,0.675729588576332,0.1238480403910023,0.675729588576332,0.2004223710326657,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,学前端，要学数据库吗/,负面,中性,0.4908083040071593,0.14996895830128298,0.4908083040071593,0.3592227376915577,0.0,0,0,False,
