partition,bvid,text,pred_label,pred_raw_label,model_confidence,prob_positive,prob_neutral,prob_negative,lexicon_score,pos_cnt,neg_cnt,manual_override,manual_label
学习区,BV1Kr4y1i7ru,从入门到入土,负面,中性,0.5905303220554328,0.20108507263381628,0.5905303220554328,0.20838460531075093,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,都是卷王,负面,负面,0.41299236622252883,0.2824538216838559,0.30455381209361526,0.41299236622252883,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,强者发型,负面,中性,0.6092843534736252,0.17127810766915222,0.6092843534736252,0.21943753885722253,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,"数据并不是页面写死,数据库中的这些网站,数据取出来,加入对应的业务逻辑",负面,中性,0.47312452639223446,0.25305624937278465,0.47312452639223446,0.27381922423498095,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,杨藉智到此一游,负面,中性,0.596656162384707,0.1755672897725427,0.596656162384707,0.2277765478427503,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,原来我已经是一名工程工程师了dog,负面,中性,0.7128884911688169,0.13986000491930353,0.7128884911688169,0.1472515039118796,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,中杯、大杯、超大杯,负面,中性,0.5838891336680907,0.17984050419500788,0.5838891336680907,0.23627036213690134,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,2倍速不够的，用edge插件视频速度控制，最高16倍速,负面,中性,0.42148657814500257,0.2102883945001853,0.42148657814500257,0.36822502735481205,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,112个兄弟暑假卷,负面,负面,0.532350135146677,0.18565885475133445,0.28199101010198846,0.532350135146677,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,师傅被妖怪抓走了,负面,中性,0.6625890886842624,0.13766481242364298,0.6625890886842624,0.19974609889209466,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,大家好， 我是来听催眠曲的，不知为啥，就MySQL困，别的都不困,负面,负面,0.7152795243192935,0.0838435732064608,0.2008769024742455,0.7152795243192935,-1.0,1,2,True,-1.0
学习区,BV1Kr4y1i7ru,卷王第二遍,负面,负面,0.38673454540976815,0.2773115797218281,0.3359538748684038,0.38673454540976815,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,从删库到跑路,负面,中性,0.4584893363532182,0.21823381212850257,0.4584893363532182,0.32327685151827934,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,发量预警,负面,中性,0.6092843534736252,0.17127810766915222,0.6092843534736252,0.21943753885722253,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,吉尔吉斯斯坦传奇哨兵 上号,负面,负面,0.34726353585129427,0.34302425886108623,0.30971220528761956,0.34726353585129427,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,钟神别卷了,负面,中性,0.5918587872619115,0.12094077671002196,0.5918587872619115,0.2872004360280664,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,尊师阿伟,负面,中性,0.6092843534736252,0.17127810766915222,0.6092843534736252,0.21943753885722253,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,文松附体,负面,中性,0.6092843534736252,0.17127810766915222,0.6092843534736252,0.21943753885722253,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,搞土木常年在工地被女友分手了，学MySQL换行业挽回一下。,负面,中性,0.4644120765114102,0.23642703069337984,0.4644120765114102,0.29916089279521,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,84个卷王,负面,负面,0.6132381942911774,0.14776308902697186,0.2389987166818507,0.6132381942911774,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,从入门到放弃,负面,负面,0.5391999197342562,0.14480469750462588,0.31599538276111805,0.5391999197342562,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,最后一课见,负面,中性,0.6289004298500694,0.18265371348922813,0.6289004298500694,0.18844585666070252,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,基础就够了，后面慢慢练,负面,中性,0.5056328136791152,0.1740400850512084,0.5056328136791152,0.32032710126967634,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,2025年08月26日 14：53还有100人呢。。,负面,中性,0.694183804840375,0.11172981266630612,0.694183804840375,0.1940863824933189,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,中国矿业大学的有吗,负面,中性,0.6651534765202387,0.12153174477464421,0.6651534765202387,0.2133147787051171,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,《入门》,负面,中性,0.6217586671606475,0.1669806066692605,0.6217586671606475,0.21126072617009203,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,声音比较尖,负面,负面,0.758616647836828,0.12865408879843102,0.112729263364741,0.758616647836828,0.0,0,0,True,-1.0
学习区,BV1Kr4y1i7ru,这就高级了？工作过的都清楚这些事基础好吧，实践中的灵活组合运用才是关键关键,负面,负面,0.7579719382594197,0.2264131085989821,0.01561495314159826,0.7579719382594197,7.0,7,0,True,-1.0
学习区,BV1Kr4y1i7ru,竖锯,负面,中性,0.6092843534736252,0.17127810766915222,0.6092843534736252,0.21943753885722253,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,《整盖》,负面,中性,0.6217586671606475,0.1669806066692605,0.6217586671606475,0.21126072617009203,0.0,0,0,False,
学习区,BV1Kr4y1i7ru,看完隔壁老杜的java来学mysql了,负面,中性,0.6391333762293802,0.14377412915648308,0.6391333762293802,0.21709249461413674,0.0,0,0,False,
