review_label,label_schema,review_reason,partition,bvid,text,pred_label,pred_raw_label,model_confidence,lexicon_score,prob_positive,prob_neutral,prob_negative,pos_cnt,neg_cnt,word_len
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,太无聊了看会这个,负面,负面,0.623775696190303,-3.8,0.07857960150131746,0.2976447023083795,0.623775696190303,0,3,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,太难了,负面,中性,0.5323125784708755,-2.0,0.2940758396894985,0.5323125784708755,0.1736115818396258,0,2,1
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,@伤心欲茄222,负面,中性,0.60819537615907,-2.0,0.1780544272338062,0.60819537615907,0.21375019660712383,0,2,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,幼儿园大班的我裂开XD,负面,中性,0.6114006392160836,-2.0,0.18196881658408895,0.6114006392160836,0.20663054419982746,0,2,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,强大,正面,正面,0.6519019947128811,2.0,0.6519019947128811,0.1705351065957853,0.17756289869133354,2,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,省流: 压力,负面,中性,0.6544720219732466,-2.0,0.20556087036386114,0.6544720219732466,0.13996710766289233,0,2,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,武纺外经贸无敌火影大王打卡！,正面,正面,0.657668103190639,2.0,0.657668103190639,0.26347574524829737,0.07885615156106371,2,0,7
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,难他天,负面,中性,0.4516820760245332,-1.0,0.33078596347134354,0.4516820760245332,0.21753196050412316,0,1,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,困,负面,中性,0.5162870350850736,-1.0,0.25636833155725824,0.5162870350850736,0.22734463335766814,0,1,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,难蚌,负面,中性,0.5776480079310632,-1.0,0.19645054806351092,0.5776480079310632,0.22590144400542594,0,1,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,爱学习,正面,中性,0.578161894678825,1.0,0.27361234684941854,0.578161894678825,0.14822575847175654,1,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,好了，这下全村又都知道我是零基础了,正面,负面,0.5956478644463251,1.0,0.20812906748576623,0.1962230680679086,0.5956478644463251,1,0,9
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,java递归学麻了来看看sql,负面,中性,0.6355168405599839,-1.0,0.20591467361845628,0.6355168405599839,0.15856848582155988,0,1,6
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,最难不过坚持,负面,中性,0.658567176265464,-1.0,0.17137196758846474,0.658567176265464,0.17006085614607133,0,1,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,各位大佬，我想问下c需要学习数据库吗？,正面,正面,0.33638309481780265,0.0,0.33638309481780265,0.33081644974668906,0.3328004554355083,0,0,10
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,吉尔吉斯斯坦传奇哨兵 上号,负面,负面,0.34726353585129427,0.0,0.34302425886108623,0.30971220528761956,0.34726353585129427,0,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,讲实话真不贵,正面,正面,0.34959806477486255,0.0,0.34959806477486255,0.30850074710088077,0.34190118812425674,0,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,老师截图工具是什么啊,正面,正面,0.353830581292051,0.0,0.353830581292051,0.3445580559361338,0.3016113627718152,0,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,这是猴哥的真人？,负面,中性,0.3589813484242815,0.0,0.28484991244649926,0.3589813484242815,0.35616873912921926,0,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,72l,负面,负面,0.360916781851607,0.0,0.28437085319417493,0.35471236495421804,0.360916781851607,0,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,数据库当然重要啊，几乎没有不需要数据库的吧,正面,正面,0.36093241436276047,0.0,0.36093241436276047,0.28159023316156523,0.35747735247567436,0,0,9
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,奋斗三年，我要上江苏海洋大学软件工程,负面,中性,0.36238952075935926,0.0,0.29354541225856806,0.36238952075935926,0.3440650669820726,0,0,8
,"1=正面,0=中性,-1=负面",模型低置信度,生活区,BV1Rjc4zJEvz,我怎么感觉他有点像乒乓球啊？,正面,正面,0.36801603236591607,0.0,0.36801603236591607,0.2771628679257194,0.3548210997083644,0,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,数据在一层层深入，一层层嵌套,正面,正面,0.37313153646942315,0.0,0.37313153646942315,0.3458574395939897,0.28101102393658706,0,0,7
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,放假了 各位还这么卷,负面,中性,0.3735469086688156,0.0,0.3008361682586301,0.3735469086688156,0.3256169230725544,0,0,5
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,有大数据的吗？,正面,正面,0.37425661345068506,0.0,0.37425661345068506,0.3217639024737263,0.30397948407558856,0,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,猴哥？,正面,正面,0.37501451638184,0.0,0.37501451638184,0.2737465797737078,0.3512389038444521,0,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,卷王,负面,负面,0.3777982877539908,0.0,0.27432877015351725,0.347872942092492,0.3777982877539908,0,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,AI猴哥？,正面,正面,0.37795583985377684,0.0,0.37795583985377684,0.2635748929434084,0.3584692672028148,0,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,你们也太卷了,负面,中性,0.3801269266740311,0.0,0.30207473792703626,0.3801269266740311,0.31779833539893265,0,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,102,正面,中性,0.3821227740935819,0.0,0.37944219309527155,0.3821227740935819,0.23843503281114653,0,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,卷王第二遍,负面,负面,0.38673454540976815,0.0,0.2773115797218281,0.3359538748684038,0.38673454540976815,0,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,一群卷王,负面,负面,0.38673454540976815,0.0,0.2773115797218281,0.3359538748684038,0.38673454540976815,0,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,一堆卷王,负面,负面,0.38673454540976815,0.0,0.2773115797218281,0.3359538748684038,0.38673454540976815,0,0,2
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,过来人告诉我，即使把进阶篇学完还远远不够,正面,中性,0.3868799445565581,0.0,0.3625635941261873,0.3868799445565581,0.25055646131725456,0,0,9
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,有点像pink老师的声音,正面,正面,0.38770890807558966,0.0,0.38770890807558966,0.29388630719812625,0.318404784726284,0,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,150,正面,正面,0.388456275202134,0.0,0.388456275202134,0.37977730476258503,0.23176642003528097,0,0,1
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,感觉像猴哥的声音,正面,正面,0.39236759246567426,0.0,0.39236759246567426,0.37475297976259464,0.232879427771731,0,0,4
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,兄弟们，别卷了，歇会吧！,负面,中性,0.3925865842374495,0.0,0.2800774589829315,0.3925865842374495,0.327335956779619,0,0,7
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,Java之父：阿玮,正面,中性,0.3936596870278946,0.0,0.3525266161181888,0.3936596870278946,0.25381369685391664,0,0,3
,"1=正面,0=中性,-1=负面",模型低置信度,学习区,BV1Kr4y1i7ru,小新学Java,正面,中性,0.3936596870278946,0.0,0.3525266161181888,0.3936596870278946,0.25381369685391664,0,0,3
